...1,Start,End,taxa,SubjectID,timediff,Bodysite,name,sample_id1,sample_id2,dist,jaccard,asv_number
456,69-063-6027,69-063-6032,Anaerostipes,69-063,21,Stool,69-063-6027_69-063-6032,69-063-6027,69-063-6032,0.7333333333333333,0.3333333333333333,3
457,69-043-2012,69-043-05,Anaerostipes,69-043,121,Stool,69-043-05_69-043-2012,69-043-2012,69-043-05,1,0,2
458,69-043-07,69-043-2023,Anaerostipes,69-043,21,Stool,69-043-07_69-043-2023,69-043-2023,69-043-07,0.24663677130044842,0.75,4
459,69-043-2025,69-043-09,Anaerostipes,69-043,115,Stool,69-043-09_69-043-2025,69-043-09,69-043-2025,0.5261044176706827,0.4,5
460,69-026-2032,69-026-2035,Anaerostipes,69-026,21,Stool,69-026-2032_69-026-2035,69-026-2032,69-026-2035,0.5178571428571429,0.5,2
461,69-026-4012,69-026-4014,Anaerostipes,69-026,18,Stool,69-026-4012_69-026-4014,69-026-4012,69-026-4014,0.3237410071942446,0.5,2
462,70-1001-2014,70-1001-11,Anaerostipes,70-1001,101,Stool,70-1001-11_70-1001-2014,70-1001-2014,70-1001-11,0.09090909090909091,1,1
463,70-1001-13,70-1001-2025,Anaerostipes,70-1001,38,Stool,70-1001-13_70-1001-2025,70-1001-2025,70-1001-13,1,0,3
464,70-1006-2013,70-1006-2015,Anaerostipes,70-1006,17,Stool,70-1006-2013_70-1006-2015,70-1006-2013,70-1006-2015,0.375,0.6666666666666666,3
465,69-041-02,69-041-4013,Anaerostipes,69-041,20,Stool,69-041-02_69-041-4013,69-041-02,69-041-4013,0.45454545454545453,0.5,2
466,69-069-1012,69-069-1015,Anaerostipes,69-069,27,Stool,69-069-1012_69-069-1015,69-069-1015,69-069-1012,1,0,5
467,69-069-03,69-069-1022,Anaerostipes,69-069,42,Stool,69-069-03_69-069-1022,69-069-1022,69-069-03,1,0,7
468,69-069-1023,69-069-1025,Anaerostipes,69-069,28,Stool,69-069-1023_69-069-1025,69-069-1023,69-069-1025,1,0,2
469,69-069-6014,69-069-6016,Anaerostipes,69-069,10,Stool,69-069-6014_69-069-6016,69-069-6014,69-069-6016,1,0,2
470,69-073-01,69-073-03,Anaerostipes,69-073,154,Stool,69-073-01_69-073-03,69-073-01,69-073-03,0.8614718614718615,0.16666666666666666,6
471,69-073-03,69-073-07,Anaerostipes,69-073,259,Stool,69-073-03_69-073-07,69-073-07,69-073-03,0.8454935622317596,0.16666666666666666,6
472,69-073-08,69-073-10,Anaerostipes,69-073,175,Stool,69-073-08_69-073-10,69-073-08,69-073-10,1,0,2
473,69-091-01,69-091-4011,Anaerostipes,69-091,187,Stool,69-091-01_69-091-4011,69-091-01,69-091-4011,1,0,5
474,69-100-6012,69-100-6014,Anaerostipes,69-100,14,Stool,69-100-6012_69-100-6014,69-100-6012,69-100-6014,0.648854961832061,0.3333333333333333,6
475,69-114-6013,69-114-6015,Anaerostipes,69-114,10,Stool,69-114-6013_69-114-6015,69-114-6013,69-114-6015,1,0,2
476,69-114-6025,69-114-6031,Anaerostipes,69-114,116,Stool,69-114-6025_69-114-6031,69-114-6025,69-114-6031,0.781718963165075,0.4,5
477,70-1012-11,70-1012-13,Anaerostipes,70-1012,246,Stool,70-1012-11_70-1012-13,70-1012-11,70-1012-13,0.8873239436619719,0.5,2
478,69-022-06,69-022-08,Anaerostipes,69-022,395,Stool,69-022-06_69-022-08,69-022-06,69-022-08,1,0,6
479,69-122-1013,69-122-02,Anaerostipes,69-122,101,Stool,69-122-02_69-122-1013,69-122-1013,69-122-02,0.5324675324675324,0.5,4
480,70-1005-14,70-1005-6014,Subdoligranulum,70-1005,96,Stool,70-1005-14_70-1005-6014,70-1005-6014,70-1005-14,1,0,10
481,70-1005-6014,70-1005-6022,Subdoligranulum,70-1005,69,Stool,70-1005-6014_70-1005-6022,70-1005-6014,70-1005-6022,1,0,2
482,69-027-01,69-027-03,Subdoligranulum,69-027,183,Stool,69-027-01_69-027-03,69-027-01,69-027-03,1,0,2
483,69-027-2012,69-027-2014,Subdoligranulum,69-027,7,Stool,69-027-2012_69-027-2014,69-027-2012,69-027-2014,0.7962962962962963,0.3333333333333333,3
484,69-027-09,69-027-12,Subdoligranulum,69-027,329,Stool,69-027-09_69-027-12,69-027-09,69-027-12,0.9452054794520548,0.25,4
485,70-1010-2015,70-1010-6012,Subdoligranulum,70-1010,165,Stool,70-1010-2015_70-1010-6012,70-1010-6012,70-1010-2015,0.34072900158478603,0.5,12
486,70-1015-06,70-1015-6014,Subdoligranulum,70-1015,66,Stool,70-1015-06_70-1015-6014,70-1015-6014,70-1015-06,1,0,2
487,70-1015-6014,70-1015-6034,Subdoligranulum,70-1015,182,Stool,70-1015-6014_70-1015-6034,70-1015-6034,70-1015-6014,1,0,11
488,69-053-4011,69-053-4013,Subdoligranulum,69-053,4,Stool,69-053-4011_69-053-4013,69-053-4011,69-053-4013,0.4411764705882353,0.5,2
489,69-053-2022,69-053-2025,Subdoligranulum,69-053,27,Stool,69-053-2022_69-053-2025,69-053-2022,69-053-2025,1,0,3
490,69-043-1023,69-043-2011,Subdoligranulum,69-043,25,Stool,69-043-1023_69-043-2011,69-043-1023,69-043-2011,0.35294117647058826,0.75,4
491,69-043-8013,69-043-8024,Subdoligranulum,69-043,38,Stool,69-043-8013_69-043-8024,69-043-8013,69-043-8024,0.578125,0.5,2
492,69-034-01,69-034-06,Subdoligranulum,69-034,474,Stool,69-034-01_69-034-06,69-034-01,69-034-06,0.7868020304568528,0.16666666666666666,6
493,70-1001-2012,70-1001-2014,Subdoligranulum,70-1001,12,Stool,70-1001-2012_70-1001-2014,70-1001-2014,70-1001-2012,0.3333333333333333,0.5,2
494,70-1001-2014,70-1001-11,Subdoligranulum,70-1001,101,Stool,70-1001-11_70-1001-2014,70-1001-2014,70-1001-11,0.043478260869565216,1,1
495,69-041-01,69-041-03,Subdoligranulum,69-041,198,Stool,69-041-01_69-041-03,69-041-01,69-041-03,0.16666666666666666,1,1
496,69-079-1014,69-079-05,Subdoligranulum,69-079,438,Stool,69-079-05_69-079-1014,69-079-1014,69-079-05,0.9797979797979798,0.25,4
497,69-122-1013,69-122-02,Subdoligranulum,69-122,101,Stool,69-122-02_69-122-1013,69-122-1013,69-122-02,0.5272442179537437,0.3333333333333333,15
498,69-031-1011,69-031-1013,Oscillibacter,69-031,6,Stool,69-031-1011_69-031-1013,69-031-1013,69-031-1011,1,0,7
499,69-031-04,69-031-06,Oscillibacter,69-031,197,Stool,69-031-04_69-031-06,69-031-04,69-031-06,1,0,2
500,69-037-1025,69-037-2012,Oscillibacter,69-037,77,Stool,69-037-1025_69-037-2012,69-037-1025,69-037-2012,1,0,3
501,70-1005-6015,70-1005-6021,Oscillibacter,70-1005,59,Stool,70-1005-6015_70-1005-6021,70-1005-6021,70-1005-6015,0.391304347826087,1,1
502,70-1005-6023,70-1005-6025,Oscillibacter,70-1005,10,Stool,70-1005-6023_70-1005-6025,70-1005-6025,70-1005-6023,0.125,1,1
503,69-027-04,69-027-2012,Oscillibacter,69-027,79,Stool,69-027-04_69-027-2012,69-027-04,69-027-2012,0.7515527950310559,0.5,4
504,69-027-2014,69-027-2023,Oscillibacter,69-027,7,Stool,69-027-2014_69-027-2023,69-027-2014,69-027-2023,0.8461538461538461,0.3333333333333333,3
505,69-053-2015,69-053-1021,Oscillibacter,69-053,169,Stool,69-053-1021_69-053-2015,69-053-2015,69-053-1021,0.5193434935521688,0.35714285714285715,14
506,69-053-2022,69-053-2025,Oscillibacter,69-053,27,Stool,69-053-2022_69-053-2025,69-053-2022,69-053-2025,0.9047619047619048,0.17647058823529413,17
507,69-058-03,69-058-05,Oscillibacter,69-058,275,Stool,69-058-03_69-058-05,69-058-03,69-058-05,1,0,4
508,69-021-03,69-021-4011,Oscillibacter,69-021,113,Stool,69-021-03_69-021-4011,69-021-4011,69-021-03,0.22807017543859648,0.6666666666666666,3
509,69-040-2012,69-040-2015,Oscillibacter,69-040,16,Stool,69-040-2012_69-040-2015,69-040-2015,69-040-2012,0.7697841726618705,0.5,4
510,69-041-02,69-041-4013,Oscillibacter,69-041,20,Stool,69-041-02_69-041-4013,69-041-02,69-041-4013,0.7857142857142857,0.3333333333333333,3
511,69-041-03,69-041-06,Oscillibacter,69-041,334,Stool,69-041-03_69-041-06,69-041-03,69-041-06,1,0,3
512,69-069-1021,69-069-1023,Oscillibacter,69-069,7,Stool,69-069-1021_69-069-1023,69-069-1021,69-069-1023,0.4117647058823529,1,1
513,69-069-1023,69-069-1025,Oscillibacter,69-069,28,Stool,69-069-1023_69-069-1025,69-069-1023,69-069-1025,0.8659217877094972,0.5,2
514,69-069-6014,69-069-6016,Oscillibacter,69-069,10,Stool,69-069-6014_69-069-6016,69-069-6014,69-069-6016,0.5454545454545454,0.5,2
515,69-022-01,69-022-07,Oscillibacter,69-022,714,Stool,69-022-01_69-022-07,69-022-07,69-022-01,0.7142857142857143,0.5,2
516,69-122-1013,69-122-02,Oscillibacter,69-122,101,Stool,69-122-02_69-122-1013,69-122-1013,69-122-02,0.42480690595184006,0.24,25
517,70-1004-08,70-1004-13,Roseburia,70-1004,553,Stool,70-1004-08_70-1004-13,70-1004-08,70-1004-13,1,0,10
518,70-1008-2014,70-1008-09,Roseburia,70-1008,99,Stool,70-1008-09_70-1008-2014,70-1008-2014,70-1008-09,1,0,4
519,70-1015-2013,70-1015-06,Roseburia,70-1015,137,Stool,70-1015-06_70-1015-2013,70-1015-2013,70-1015-06,0.7627118644067796,0.3333333333333333,3
520,69-010-02,69-010-1015,Roseburia,69-010,512,Stool,69-010-02_69-010-1015,69-010-1015,69-010-02,1,0,2
521,69-010-1023,69-010-04,Roseburia,69-010,241,Stool,69-010-04_69-010-1023,69-010-1023,69-010-04,1,0,3
522,69-043-2011,69-043-05,Roseburia,69-043,122,Stool,69-043-05_69-043-2011,69-043-2011,69-043-05,1,0,4
523,69-043-07,69-043-2023,Roseburia,69-043,21,Stool,69-043-07_69-043-2023,69-043-2023,69-043-07,0.25,1,1
524,69-043-2023,69-043-2025,Roseburia,69-043,18,Stool,69-043-2023_69-043-2025,69-043-2023,69-043-2025,0.17647058823529413,1,1
525,69-058-06,69-058-09,Roseburia,69-058,273,Stool,69-058-06_69-058-09,69-058-06,69-058-09,1,0,5
526,69-085-01,69-085-1011,Roseburia,69-085,239,Stool,69-085-01_69-085-1011,69-085-01,69-085-1011,1,0,3
527,69-085-1011,69-085-1015,Roseburia,69-085,19,Stool,69-085-1011_69-085-1015,69-085-1011,69-085-1015,1,0,2
528,69-079-1014,69-079-05,Roseburia,69-079,438,Stool,69-079-05_69-079-1014,69-079-1014,69-079-05,1,0,10
529,69-122-1013,69-122-03,Roseburia,69-122,224,Stool,69-122-03_69-122-1013,69-122-1013,69-122-03,0.6065573770491803,0.25,4
530,69-032-1023,69-032-1033,Sutterella,69-032,137,Stool,69-032-1023_69-032-1033,69-032-1033,69-032-1023,0.9574468085106383,0.5,2
531,70-1010-07,70-1010-2012,Sutterella,70-1010,268,Stool,70-1010-07_70-1010-2012,70-1010-2012,70-1010-07,1,0,2
532,70-1010-2012,70-1010-6011,Sutterella,70-1010,179,Stool,70-1010-2012_70-1010-6011,70-1010-2012,70-1010-6011,1,0,3
533,70-1010-6011,70-1010-6025,Sutterella,70-1010,170,Stool,70-1010-6011_70-1010-6025,70-1010-6011,70-1010-6025,1,0,9
534,70-1015-6011,70-1015-6034,Sutterella,70-1015,203,Stool,70-1015-6011_70-1015-6034,70-1015-6034,70-1015-6011,1,0,2
535,69-001-6014,69-001-6015,Sutterella,69-001,9,Stool,69-001-6014_69-001-6015,69-001-6014,69-001-6015,0.15286624203821655,1,1
536,69-001-1023,69-001-4024,Sutterella,69-001,41,Stool,69-001-1023_69-001-4024,69-001-4024,69-001-1023,0.2311212814645309,1,1
537,69-001-7024,69-001-7027,Sutterella,69-001,20,Stool,69-001-7024_69-001-7027,69-001-7024,69-001-7027,0.20584652862362973,0.5,2
538,69-001-7030,69-001-7034,Sutterella,69-001,18,Stool,69-001-7030_69-001-7034,69-001-7030,69-001-7034,1,0,5
539,69-012-06,69-012-11,Sutterella,69-012,904,Stool,69-012-06_69-012-11,69-012-06,69-012-11,0.6261682242990654,1,1
540,69-026-4014,69-026-10,Sutterella,69-026,80,Stool,69-026-10_69-026-4014,69-026-4014,69-026-10,0.8208955223880597,0.5,2
541,69-026-2043,69-026-2045,Sutterella,69-026,28,Stool,69-026-2043_69-026-2045,69-026-2045,69-026-2043,0.3496932515337423,1,2
542,70-1001-2025,70-1001-2031,Sutterella,70-1001,355,Stool,70-1001-2025_70-1001-2031,70-1001-2025,70-1001-2031,0.8562231759656652,0.14285714285714285,7
543,70-1001-2031,70-1001-2033,Sutterella,70-1001,5,Stool,70-1001-2031_70-1001-2033,70-1001-2031,70-1001-2033,0.5483870967741935,0.5,6
544,69-041-03,69-041-06,Sutterella,69-041,334,Stool,69-041-03_69-041-06,69-041-03,69-041-06,0.7905982905982906,0.5,2
545,69-091-04,69-091-06,Sutterella,69-091,206,Stool,69-091-04_69-091-06,69-091-04,69-091-06,0.30158730158730157,1,1
546,69-097-02,69-097-05,Sutterella,69-097,301,Stool,69-097-02_69-097-05,69-097-02,69-097-05,0.013513513513513514,1,1
547,69-100-01,69-100-6013,Sutterella,69-100,39,Stool,69-100-01_69-100-6013,69-100-01,69-100-6013,0.45454545454545453,0.5,2
548,69-100-6014,69-100-6016,Sutterella,69-100,10,Stool,69-100-6014_69-100-6016,69-100-6016,69-100-6014,0.3170731707317073,0.5,2
549,69-104-6012,69-104-6014,Sutterella,69-104,13,Stool,69-104-6012_69-104-6014,69-104-6014,69-104-6012,0.2857142857142857,1,1
550,69-104-6014,69-104-6022,Sutterella,69-104,161,Stool,69-104-6014_69-104-6022,69-104-6022,69-104-6014,0.7142857142857143,1,1
551,69-048-08,69-048-10,Sutterella,69-048,252,Stool,69-048-08_69-048-10,69-048-10,69-048-08,0.227,0.8,5
552,69-023-6014,69-023-6016,Anaeromassilibacillus,69-023,11,Stool,69-023-6014_69-023-6016,69-023-6016,69-023-6014,1,0,4
553,69-023-6016,69-023-6022,Anaeromassilibacillus,69-023,38,Stool,69-023-6016_69-023-6022,69-023-6016,69-023-6022,0.864406779661017,0.5,2
554,69-023-6022,69-023-6025,Anaeromassilibacillus,69-023,18,Stool,69-023-6022_69-023-6025,69-023-6025,69-023-6022,0.2727272727272727,1,1
555,69-023-6031,69-023-6033,Anaeromassilibacillus,69-023,14,Stool,69-023-6031_69-023-6033,69-023-6033,69-023-6031,1,0,2
556,69-023-6033,69-023-08,Anaeromassilibacillus,69-023,70,Stool,69-023-08_69-023-6033,69-023-6033,69-023-08,1,0,3
557,69-023-08,69-023-11,Anaeromassilibacillus,69-023,315,Stool,69-023-08_69-023-11,69-023-11,69-023-08,0.5833333333333334,0.5,2
558,69-031-1011,69-031-1014,Anaeromassilibacillus,69-031,20,Stool,69-031-1011_69-031-1014,69-031-1014,69-031-1011,0.8545454545454545,1,2
559,69-031-05,69-031-08,Anaeromassilibacillus,69-031,317,Stool,69-031-05_69-031-08,69-031-05,69-031-08,0.625,1,1
560,69-036-06,69-036-08,Anaeromassilibacillus,69-036,237,Stool,69-036-06_69-036-08,69-036-06,69-036-08,1,0,2
561,69-036-08,69-036-10,Anaeromassilibacillus,69-036,204,Stool,69-036-08_69-036-10,69-036-08,69-036-10,1,0,2
562,69-037-1025,69-037-2013,Anaeromassilibacillus,69-037,79,Stool,69-037-1025_69-037-2013,69-037-1025,69-037-2013,0.34782608695652173,0.3333333333333333,3
563,69-037-2013,69-037-2015,Anaeromassilibacillus,69-037,18,Stool,69-037-2013_69-037-2015,69-037-2013,69-037-2015,0.7272727272727273,0.5,2
564,69-037-08,69-037-11,Anaeromassilibacillus,69-037,217,Stool,69-037-08_69-037-11,69-037-08,69-037-11,0.8596491228070176,0.5,2
565,70-1005-6013,70-1005-6016,Anaeromassilibacillus,70-1005,17,Stool,70-1005-6013_70-1005-6016,70-1005-6013,70-1005-6016,1,0,2
566,70-1005-6016,70-1005-6032,Anaeromassilibacillus,70-1005,164,Stool,70-1005-6016_70-1005-6032,70-1005-6016,70-1005-6032,0,1,1
567,70-1008-2014,70-1008-09,Anaeromassilibacillus,70-1008,99,Stool,70-1008-09_70-1008-2014,70-1008-2014,70-1008-09,0.42857142857142855,0.5,2
568,70-1008-09,70-1008-2021,Anaeromassilibacillus,70-1008,265,Stool,70-1008-09_70-1008-2021,70-1008-2021,70-1008-09,1,0,2
569,70-1008-2022,70-1008-2024,Anaeromassilibacillus,70-1008,7,Stool,70-1008-2022_70-1008-2024,70-1008-2024,70-1008-2022,1,0,4
570,69-027-2013,69-027-07,Anaeromassilibacillus,69-027,197,Stool,69-027-07_69-027-2013,69-027-2013,69-027-07,1,0,2
571,69-027-07,69-027-11,Anaeromassilibacillus,69-027,406,Stool,69-027-07_69-027-11,69-027-11,69-027-07,1,0,2
572,69-032-1013,69-032-1015,Anaeromassilibacillus,69-032,28,Stool,69-032-1013_69-032-1015,69-032-1013,69-032-1015,0.6764705882352942,0.5,2
573,69-035-01,69-035-05,Anaeromassilibacillus,69-035,252,Stool,69-035-01_69-035-05,69-035-01,69-035-05,0.14285714285714285,1,1
574,69-035-05,69-035-09,Anaeromassilibacillus,69-035,343,Stool,69-035-05_69-035-09,69-035-05,69-035-09,0.14285714285714285,1,1
575,70-1010-09,70-1010-2014,Anaeromassilibacillus,70-1010,109,Stool,70-1010-09_70-1010-2014,70-1010-09,70-1010-2014,0.6923076923076923,1,1
576,70-1010-2014,70-1010-6012,Anaeromassilibacillus,70-1010,179,Stool,70-1010-2014_70-1010-6012,70-1010-6012,70-1010-2014,0.5714285714285714,1,1
577,70-1010-6012,70-1010-6015,Anaeromassilibacillus,70-1010,17,Stool,70-1010-6012_70-1010-6015,70-1010-6012,70-1010-6015,1,0,2
578,70-1010-6021,70-1010-6023,Anaeromassilibacillus,70-1010,14,Stool,70-1010-6021_70-1010-6023,70-1010-6021,70-1010-6023,0.3333333333333333,1,1
579,70-1010-6023,70-1010-6026,Anaeromassilibacillus,70-1010,17,Stool,70-1010-6023_70-1010-6026,70-1010-6023,70-1010-6026,1,0,3
580,70-1015-6021,70-1015-6023,Anaeromassilibacillus,70-1015,14,Stool,70-1015-6021_70-1015-6023,70-1015-6021,70-1015-6023,1,0,2
581,70-1015-6023,70-1015-6025,Anaeromassilibacillus,70-1015,10,Stool,70-1015-6023_70-1015-6025,70-1015-6023,70-1015-6025,0.8571428571428571,0.3333333333333333,3
582,69-001-49,69-001-57,Anaeromassilibacillus,69-001,90,Stool,69-001-49_69-001-57,69-001-49,69-001-57,0.9700996677740864,0.3333333333333333,3
583,69-001-58,69-001-6016,Anaeromassilibacillus,69-001,678,Stool,69-001-58_69-001-6016,69-001-58,69-001-6016,0.25,1,1
584,69-001-6016,69-001-6027,Anaeromassilibacillus,69-001,63,Stool,69-001-6016_69-001-6027,69-001-6016,69-001-6027,1,0,2
585,69-001-86,69-001-6032,Anaeromassilibacillus,69-001,20,Stool,69-001-6032_69-001-86,69-001-86,69-001-6032,1,0,2
586,69-001-6032,69-001-1021,Anaeromassilibacillus,69-001,71,Stool,69-001-1021_69-001-6032,69-001-6032,69-001-1021,1,0,2
587,69-001-1022,69-001-4025,Anaeromassilibacillus,69-001,63,Stool,69-001-1022_69-001-4025,69-001-4025,69-001-1022,1,0,3
588,69-001-4026,69-001-6043,Anaeromassilibacillus,69-001,49,Stool,69-001-4026_69-001-6043,69-001-4026,69-001-6043,1,0,2
589,69-001-6043,69-001-7012,Anaeromassilibacillus,69-001,55,Stool,69-001-6043_69-001-7012,69-001-6043,69-001-7012,1,0,2
590,69-001-7012,69-001-7022,Anaeromassilibacillus,69-001,65,Stool,69-001-7012_69-001-7022,69-001-7012,69-001-7022,1,0,2
591,69-001-7023,69-001-7026,Anaeromassilibacillus,69-001,22,Stool,69-001-7023_69-001-7026,69-001-7023,69-001-7026,1,0,2
592,69-001-7028,69-001-7030,Anaeromassilibacillus,69-001,15,Stool,69-001-7028_69-001-7030,69-001-7028,69-001-7030,1,0,3
593,69-001-7034,69-001-7036,Anaeromassilibacillus,69-001,24,Stool,69-001-7034_69-001-7036,69-001-7034,69-001-7036,1,0,2
594,69-063-1013,69-063-1015,Anaeromassilibacillus,69-063,28,Stool,69-063-1013_69-063-1015,69-063-1013,69-063-1015,0.4,1,1
595,69-063-02,69-063-6013,Anaeromassilibacillus,69-063,14,Stool,69-063-02_69-063-6013,69-063-02,69-063-6013,0.45454545454545453,1,1
596,69-063-6013,69-063-6015,Anaeromassilibacillus,69-063,10,Stool,69-063-6013_69-063-6015,69-063-6013,69-063-6015,0.45454545454545453,1,1
597,69-063-6015,69-063-6022,Anaeromassilibacillus,69-063,46,Stool,69-063-6015_69-063-6022,69-063-6015,69-063-6022,0.23076923076923078,1,1
598,69-063-6023,69-063-6025,Anaeromassilibacillus,69-063,10,Stool,69-063-6023_69-063-6025,69-063-6025,69-063-6023,1,0,2
599,69-063-6027,69-063-6032,Anaeromassilibacillus,69-063,21,Stool,69-063-6027_69-063-6032,69-063-6027,69-063-6032,0,1,1
600,69-063-6032,69-063-6034,Anaeromassilibacillus,69-063,14,Stool,69-063-6032_69-063-6034,69-063-6034,69-063-6032,0.2,1,1
601,69-063-6036,69-063-09,Anaeromassilibacillus,69-063,358,Stool,69-063-09_69-063-6036,69-063-6036,69-063-09,1,0,2
602,69-010-05,69-010-07,Anaeromassilibacillus,69-010,237,Stool,69-010-05_69-010-07,69-010-05,69-010-07,0.23076923076923078,0.5,2
603,69-053-2022,69-053-2025,Anaeromassilibacillus,69-053,27,Stool,69-053-2022_69-053-2025,69-053-2022,69-053-2025,0.7397260273972602,0.3333333333333333,3
604,69-043-1024,69-043-2012,Anaeromassilibacillus,69-043,14,Stool,69-043-1024_69-043-2012,69-043-1024,69-043-2012,0.8260869565217391,0.5,2
605,69-043-2021,69-043-2024,Anaeromassilibacillus,69-043,8,Stool,69-043-2021_69-043-2024,69-043-2021,69-043-2024,1,0,2
606,69-060-04,69-060-08,Anaeromassilibacillus,69-060,548,Stool,69-060-04_69-060-08,69-060-04,69-060-08,1,0,3
607,69-064-6014,69-064-6016,Anaeromassilibacillus,69-064,18,Stool,69-064-6014_69-064-6016,69-064-6016,69-064-6014,0.09090909090909091,1,1
608,69-026-03,69-026-2012,Anaeromassilibacillus,69-026,169,Stool,69-026-03_69-026-2012,69-026-03,69-026-2012,0.6666666666666666,1,1
609,69-026-06,69-026-2023,Anaeromassilibacillus,69-026,105,Stool,69-026-06_69-026-2023,69-026-06,69-026-2023,1,0,3
610,69-026-2023,69-026-2032,Anaeromassilibacillus,69-026,162,Stool,69-026-2023_69-026-2032,69-026-2023,69-026-2032,1,0,4
611,69-026-2032,69-026-2035,Anaeromassilibacillus,69-026,21,Stool,69-026-2032_69-026-2035,69-026-2032,69-026-2035,0.7727272727272727,0.5,2
612,69-026-2044,69-026-2052,Anaeromassilibacillus,69-026,136,Stool,69-026-2044_69-026-2052,69-026-2052,69-026-2044,0.3076923076923077,0.5,2
613,69-034-03,69-034-11,Anaeromassilibacillus,69-034,728,Stool,69-034-03_69-034-11,69-034-03,69-034-11,0.9921104536489151,0.3333333333333333,3
614,69-021-03,69-021-4013,Anaeromassilibacillus,69-021,119,Stool,69-021-03_69-021-4013,69-021-4013,69-021-03,0.2857142857142857,0.5,2
615,69-040-2012,69-040-2015,Anaeromassilibacillus,69-040,16,Stool,69-040-2012_69-040-2015,69-040-2015,69-040-2012,0.6666666666666666,0.3333333333333333,3
616,69-040-2015,69-040-3012,Anaeromassilibacillus,69-040,165,Stool,69-040-2015_69-040-3012,69-040-2015,69-040-3012,0.7575757575757576,0.3333333333333333,3
617,70-1006-2013,70-1006-2015,Anaeromassilibacillus,70-1006,17,Stool,70-1006-2013_70-1006-2015,70-1006-2013,70-1006-2015,0.14285714285714285,1,1
618,70-1006-2015,70-1006-11,Anaeromassilibacillus,70-1006,210,Stool,70-1006-11_70-1006-2015,70-1006-2015,70-1006-11,0,1,1
619,70-1006-13,70-1006-14,Anaeromassilibacillus,70-1006,153,Stool,70-1006-13_70-1006-14,70-1006-13,70-1006-14,1,0,3
620,69-069-1012,69-069-03,Anaeromassilibacillus,69-069,49,Stool,69-069-03_69-069-1012,69-069-03,69-069-1012,1,0,5
621,69-069-03,69-069-6012,Anaeromassilibacillus,69-069,115,Stool,69-069-03_69-069-6012,69-069-6012,69-069-03,0.3,0.5,2
622,69-069-6013,69-069-6032,Anaeromassilibacillus,69-069,175,Stool,69-069-6013_69-069-6032,69-069-6013,69-069-6032,1,0,2
623,69-069-6032,69-069-6034,Anaeromassilibacillus,69-069,15,Stool,69-069-6032_69-069-6034,69-069-6032,69-069-6034,1,0,3
624,69-073-01,69-073-03,Anaeromassilibacillus,69-073,154,Stool,69-073-01_69-073-03,69-073-01,69-073-03,0.043478260869565216,1,1
625,69-073-04,69-073-09,Anaeromassilibacillus,69-073,370,Stool,69-073-04_69-073-09,69-073-04,69-073-09,1,0,2
626,69-074-6015,69-074-6023,Anaeromassilibacillus,69-074,39,Stool,69-074-6015_69-074-6023,69-074-6023,69-074-6015,0.5333333333333333,1,1
627,69-074-6036,69-074-2014,Anaeromassilibacillus,69-074,85,Stool,69-074-2014_69-074-6036,69-074-2014,69-074-6036,0.2727272727272727,1,1
628,69-097-03,69-097-06,Anaeromassilibacillus,69-097,307,Stool,69-097-03_69-097-06,69-097-03,69-097-06,1,0,4
629,69-100-6013,69-100-6021,Anaeromassilibacillus,69-100,140,Stool,69-100-6013_69-100-6021,69-100-6013,69-100-6021,1,0,2
630,69-100-6021,69-100-6024,Anaeromassilibacillus,69-100,22,Stool,69-100-6021_69-100-6024,69-100-6024,69-100-6021,1,0,4
631,69-107-6034,69-107-6036,Anaeromassilibacillus,69-107,10,Stool,69-107-6034_69-107-6036,69-107-6034,69-107-6036,0.16666666666666666,1,1
632,69-111-01,69-111-6014,Anaeromassilibacillus,69-111,37,Stool,69-111-01_69-111-6014,69-111-01,69-111-6014,0.25,1,1
633,69-111-6022,69-111-6024,Anaeromassilibacillus,69-111,14,Stool,69-111-6022_69-111-6024,69-111-6024,69-111-6022,0.5333333333333333,0.5,2
634,69-111-6024,69-111-03,Anaeromassilibacillus,69-111,107,Stool,69-111-03_69-111-6024,69-111-6024,69-111-03,0.25925925925925924,0.5,2
635,69-114-6011,69-114-6014,Anaeromassilibacillus,69-114,21,Stool,69-114-6011_69-114-6014,69-114-6011,69-114-6014,1,0,2
636,69-114-6014,69-114-03,Anaeromassilibacillus,69-114,79,Stool,69-114-03_69-114-6014,69-114-6014,69-114-03,1,0,3
637,69-114-6022,69-114-6025,Anaeromassilibacillus,69-114,17,Stool,69-114-6022_69-114-6025,69-114-6022,69-114-6025,0.38461538461538464,1,1
638,69-114-6032,69-114-6034,Anaeromassilibacillus,69-114,14,Stool,69-114-6032_69-114-6034,69-114-6032,69-114-6034,1,0,2
639,69-114-6034,69-114-6036,Anaeromassilibacillus,69-114,10,Stool,69-114-6034_69-114-6036,69-114-6034,69-114-6036,1,0,2
640,70-1002-11,70-1002-14,Anaeromassilibacillus,70-1002,359,Stool,70-1002-11_70-1002-14,70-1002-11,70-1002-14,0.5609756097560976,0.5,2
641,70-1012-11,70-1012-14,Anaeromassilibacillus,70-1012,337,Stool,70-1012-11_70-1012-14,70-1012-11,70-1012-14,0.5922330097087378,0.3333333333333333,3
642,69-090-01,69-090-03,Anaeromassilibacillus,69-090,172,Stool,69-090-01_69-090-03,69-090-01,69-090-03,1,0,2
643,69-090-03,69-090-05,Anaeromassilibacillus,69-090,169,Stool,69-090-03_69-090-05,69-090-05,69-090-03,1,0,3
